R_angstrom,E_root0_Eh,E_root1_Eh,E_root2_Eh,E_root3_Eh,E_root4_Eh,E_root5_Eh
3.260869565217391,-0.9999624213896854,-0.6612843118612599,-0.6601469746593098,-0.46046187070766914,-0.4599800637087789,-0.2209990999888249
3.3101449275362316,-0.9998916018088717,-0.6590229421276994,-0.6580451998571424,-0.4613558478404716,-0.46076146938335855,-0.22000484331734654
3.3594202898550725,-0.9998314408410439,-0.6567916226289056,-0.655952474597684,-0.46222008521006086,-0.4615454143924915,-0.2189362679373125
3.408695652173913,-0.9997805313133689,-0.6545915873543755,-0.6538726662272787,-0.4630526016475649,-0.46232475940214013,-0.21782174579153635
3.4579710144927533,-0.9997376429245325,-0.6524239733583906,-0.6518092223437151,-0.4638518394079745,-0.46309330731464793,-0.2166868611020276
3.5072463768115942,-0.9997016984449723,-0.6502898198353866,-0.6497652088124619,-0.4646166095034831,-0.4638457507131026,-0.21555410327761498
3.5565217391304347,-0.9996717532112092,-0.6481900668863336,-0.6477433446336235,-0.46534605073582397,-0.464577616696152,-0.21444266894800929
3.605797101449275,-0.9996469783987207,-0.6461255542854583,-0.6457460296628748,-0.4660395967519032,-0.4652852077707976,-0.21336837908908646
3.6550724637681156,-0.9996266462835723,-0.6440970201861592,-0.6437753717456444,-0.46669695134676825,-0.4659655432241572,-0.212343713849468
3.7043478260869565,-0.9996101183156197,-0.9996101183156093,-0.9996101183156068,-0.9996101183155179,-0.9996101183152413,-0.9996101183147307
3.753623188405797,-0.9995968345473688,-0.6401503260444499,-0.6399211237744009,-0.4679031238238246,-0.46723574474868057,-0.21047741918324167
3.8028985507246373,-0.9995863047205259,-0.9995863047204776,-0.9995863047204362,-0.99958630472018,nan,nan
3.8521739130434782,-0.9995781004750608,-0.999578100475052,-0.9995781004749934,nan,nan,nan
3.9014492753623187,-0.9995718484990749,-0.999571848499057,-0.9995718484990012,nan,nan,nan
3.950724637681159,-0.999567224526048,-0.6327097071920144,-0.6325974804464204,-0.46989345580602015,-0.4693835290682301,-0.20756857838871257
4.0,-0.9995639478702139,-0.6309450309259743,-0.6308519617469774,-0.47030774427898303,-0.4698373808274974,-0.20700886059039025
