R_angstrom,E_CCSD_cc-pVTZ_Eh
3.456281407035176,-0.9998953152518003
3.480402010050251,-0.9998750481353241
3.5045226130653266,-0.999856203291047
3.528643216080402,-0.9998386811555875
3.5527638190954773,-0.999822389324136
3.576884422110553,-0.9998072416424141
3.601005025125628,-0.999793158207352
3.6251256281407036,-0.9997800640909186
3.6492462311557787,-0.9997678902162295
3.6733668341708543,-0.9997565720148902
3.69748743718593,-0.9997460492977243
3.721608040201005,-0.9997362661969975
3.7457286432160806,-0.9997271707155595
3.7698492462311557,-0.9997187143153744
3.7939698492462313,-0.9997108523373781
3.8180904522613064,-0.9997035426300538
3.842211055276382,-0.999696745942002
3.8663316582914575,-0.9996904266614626
3.8904522613065327,-0.9996845509890169
3.9145728643216082,-0.9996790872044147
3.9386934673366834,-0.9996740064567655
3.962814070351759,-0.9996692815632887
3.986934673366834,-0.9996648873855483
4.011055276381909,-0.9996608005233435
4.035175879396984,-0.9996569992298352
4.05929648241206,-0.9996534632926536
4.083417085427135,-0.9996501739213769
4.107537688442211,-0.9996471136962674
4.131658291457287,-0.9996442663772642
4.155778894472362,-0.9996416168919422
4.179899497487437,-0.9996391512481874
4.204020100502513,-0.9996368564062691
4.228140703517588,-0.9996347203540479
4.252261306532663,-0.9996327318379823
4.276381909547739,-0.9996308804315562
4.300502512562814,-0.9996291564519286
4.324623115577889,-0.9996275509025451
4.3487437185929645,-0.9996260554267361
4.3728643216080405,-0.9996246622428213
4.396984924623116,-0.9996233641801936
4.421105527638191,-0.9996221544561402
4.445226130653267,-0.9996210270321306
4.469346733668342,-0.9996199759288807
4.493467336683417,-0.9996189958501243
4.517587939698492,-0.9996180818061275
4.541708542713568,-0.999617229159924
4.565829145728643,-0.999616433605123
4.589949748743718,-0.999615691143995
4.6140703517587935,-0.9996149980605594
4.63819095477387,-0.9996143508947173
4.662311557788945,-0.9996137464562243
4.68643216080402,-0.9996131817496555
4.710552763819096,-0.9996126540200148
4.734673366834171,-0.999612160688833
4.758793969849246,-0.9996116993699753
4.782914572864321,-0.9996112678538385
4.807035175879397,-0.9996108640797386
4.831155778894472,-0.9996104861309242
4.8552763819095475,-0.9996101322317783
4.8793969849246235,-0.999609800739747
4.903517587939699,-0.9996094901162378
4.927638190954774,-0.9996091989411378
4.951758793969849,-0.9996089258936257
4.975879396984925,-0.9996086697468476
5.0,-0.9996084293619114
