Gv (cm^-1),Variable,Value
2264.380927196068,re,0.7335852820439843
6630.588726157254,r0,0.7417489777384102
10780.057784543842,we,4582.946539535786
14712.788102355833,wexe,108.36937028729945
18428.779679593223,nu,4366.207798961187
21928.032516256015,E(re),-1.1336478094700502
nan,ZPVE(harmonic),2291.473269767893
nan,ZPVE(anharmonic),2264.380927196068
nan,Be,62.164168936851354
nan,B0,60.803340254100675
nan,ae,2.7216573655013567
nan,De,0.045749969088791205
