R_angstrom,E_FIC_aug-cc-pVTZ_hartree
3.7939698492462313,-0.5047034640915995
3.8180904522613064,-0.5045337632305744
3.842211055276382,-0.5043698347795808
3.8663316582914575,-0.5042114977711556
3.8904522613065327,-0.5040585759763072
3.9145728643216082,-0.5039108978365276
3.9386934673366834,-0.5037682963925896
3.962814070351759,-0.503630609210639
3.986934673366834,-0.5034976783058753
4.011055276381909,-0.5033693500642952
4.035175879396984,-0.5032454751626192
4.05929648241206,-0.503125908486948
4.083417085427135,-0.5030105090502812
4.107537688442211,-0.5028991399091611
4.131658291457287,-0.5027916680797876
4.155778894472362,-0.5026879644537198
4.179899497487437,-0.5025879037134223
4.204020100502513,-0.5024913642478349
4.228140703517588,-0.5023982280681036
4.252261306532663,-0.5023083807237094
4.276381909547739,-0.5022217112190279
4.300502512562814,-0.502138111930487
4.324623115577889,-0.5020574785244951
4.3487437185929645,-0.5019797098761347
4.3728643216080405,-0.5019047079887851
4.396984924623116,-0.5018323779147175
4.421105527638191,-0.5017626276767678
4.445226130653267,-0.5016953681910973
4.469346733668342,-0.5016305131911402
4.493467336683417,-0.5015679791527479
4.517587939698492,-0.5015076852206254
4.541708542713568,-0.5014495531359627
4.565829145728643,-0.5013935071655284
4.589949748743718,-0.5013394740319089
4.6140703517587935,-0.5012873828452689
4.63819095477387,-0.5012371650363485
4.662311557788945,-0.501188754290891
4.68643216080402,-0.5011420864854157
4.710552763819096,-0.5010970996243893
4.734673366834171,-0.5010537337787115
4.758793969849246,-0.5010119310256431
4.782914572864321,-0.5009716353899751
4.807035175879397,-0.5009327927866707
4.831155778894472,-0.5008953509647328
4.8552763819095475,-0.5008592594524163
4.8793969849246235,-0.5008244695037779
4.903517587939699,-0.5007909340464491
4.927638190954774,-0.500758607630698
4.951758793969849,-0.5007274463797654
4.975879396984925,-0.5006974079413432
5.0,-0.500668451440351
