Gv (cm^-1),Variable,Value
2168.871260467054,re,0.7419947646258134
6320.018959772437,r0,0.7514665770062974
10222.373563572855,we,4399.94079481035
13875.935071868304,wexe,124.3965477524833
17280.703484658785,nu,4151.147699305383
20436.678801944305,E(re),-1.1738674496541672
nan,ZPVE(harmonic),2199.970397405175
nan,ZPVE(anharmonic),2168.871260467054
nan,Be,60.763064529160545
nan,B0,59.24094975025677
nan,ae,3.0442295578075598
nan,De,0.04635379896190056
