R_angstrom,E_FIC_aug-cc-pVTZ_hartree
0.2,0.018679482426763983
0.2048048048048048,-0.035185234746397676
0.20960960960960962,-0.08619450888775715
0.21441441441441442,-0.13454298493066963
0.21921921921921922,-0.18040835486822004
0.22402402402402405,-0.2239531614089909
0.22882882882882882,-0.26532637544929205
0.23363363363363365,-0.304668215074571
0.23843843843843845,-0.34209749331114514
0.24324324324324326,-0.37773356376458533
0.24804804804804806,-0.411683832921216
0.25285285285285286,-0.444046638743933
0.2576576576576577,-0.47491375337853636
0.26246246246246246,-0.5043700613191877
0.2672672672672673,-0.5324942011831502
0.27207207207207207,-0.5593595094446231
0.2768768768768769,-0.5850339601261703
0.2816816816816817,-0.6095812703366923
0.2864864864864865,-0.6330604573228507
0.2912912912912913,-0.655526951323542
0.2960960960960961,-0.6770325163694697
0.30090090090090094,-0.6976255197994876
0.3057057057057057,-0.717351432658691
0.3105105105105105,-0.7362528189519528
0.3153153153153153,-0.7543696472553367
0.32012012012012014,-0.7717395378011997
0.3249249249249249,-0.7883978057635306
0.32972972972972975,-0.804377782207605
0.3345345345345345,-0.8197108057978322
0.33933933933933935,-0.8344264660041736
0.3441441441441442,-0.8485526910377028
0.34894894894894896,-0.8621158595020408
0.35375375375375373,-0.8751408879885203
0.35855855855855856,-0.8876513703798301
0.3633633633633634,-0.8996696040331342
0.36816816816816816,-0.9112167443732835
0.37297297297297294,-0.9223128204201605
0.37777777777777777,-0.9329768276588766
0.3825825825825826,-0.9432267984311997
0.3873873873873874,-0.9530798442524135
0.3921921921921922,-0.9625522261648711
0.396996996996997,-0.9716593999616787
0.4018018018018018,-0.9804160608505714
0.40660660660660664,-0.9888361972091528
0.4114114114114114,-0.9969331190452768
0.4162162162162162,-1.0047195092478576
0.421021021021021,-1.0122074513186765
0.42582582582582584,-1.0194084673806618
0.4306306306306306,-1.026333546270436
0.43543543543543545,-1.0329931761463438
0.4402402402402402,-1.0393973707783195
0.44504504504504505,-1.0455556925468374
0.4498498498498499,-1.0514772829625503
0.45465465465465466,-1.057170878226523
0.4594594594594595,-1.0626448355103173
0.46426426426426426,-1.0679071501080233
0.4690690690690691,-1.0729654761374425
0.47387387387387386,-1.0778271422370358
0.4786786786786787,-1.0824991693910835
0.48348348348348347,-1.0869882864563194
0.4882882882882883,-1.09130094350138
0.49309309309309307,-1.0954433270453372
0.4978978978978979,-1.0994213726880815
0.5027027027027027,-1.1032407764381988
0.5075075075075075,-1.106907007512478
0.5123123123123123,-1.1104253180641321
0.5171171171171172,-1.1138007542650556
0.521921921921922,-1.1170381654640174
0.5267267267267267,-1.1201422137151955
0.5315315315315315,-1.1231173819807059
0.5363363363363363,-1.1259679826430582
0.5411411411411411,-1.1286981651322434
0.5459459459459459,-1.131311923238762
0.5507507507507508,-1.1338131018033857
0.5555555555555556,-1.1362054036258509
0.5603603603603604,-1.1384923956028343
0.5651651651651652,-1.1406775142745382
0.56996996996997,-1.1427640718830099
0.5747747747747748,-1.144755261411193
0.5795795795795795,-1.1466541616112238
0.5843843843843843,-1.1484637419290182
0.5891891891891892,-1.1501868669516853
0.593993993993994,-1.151826300702094
0.5987987987987988,-1.1533847109253994
0.6036036036036037,-1.1548646728138627
0.6084084084084084,-1.1562686728421603
0.6132132132132132,-1.1575991123636902
0.618018018018018,-1.1588583108968713
0.6228228228228228,-1.1600485094112327
0.6276276276276276,-1.1611718734669827
0.6324324324324324,-1.1622304961180556
0.6372372372372372,-1.1632264006976107
0.6420420420420421,-1.164161543589033
0.6468468468468469,-1.1650378167218929
0.6516516516516516,-1.1658570500957137
0.6564564564564564,-1.1666210140925894
0.6612612612612612,-1.1673314217377575
0.666066066066066,-1.16798993086501
0.6708708708708708,-1.168598146202138
0.6756756756756757,-1.1691576212650587
0.6804804804804805,-1.1696698603463616
0.6852852852852853,-1.1701363202539017
0.6900900900900901,-1.1705584120913395
0.6948948948948949,-1.1709375028881168
0.6996996996996997,-1.1712749171994914
0.7045045045045044,-1.1715719386278818
0.7093093093093092,-1.1718298112916978
0.7141141141141141,-1.1720497411886601
0.7189189189189189,-1.1722328975549265
0.7237237237237237,-1.1723804141508496
0.7285285285285286,-1.1724933904433978
0.7333333333333334,-1.172572892814421
0.7381381381381382,-1.1726199556505388
0.7429429429429428,-1.1726355824401322
0.7477477477477477,-1.1726207467636542
0.7525525525525525,-1.1725763932965803
0.7573573573573573,-1.172503438740451
0.7621621621621621,-1.172402772715436
0.766966966966967,-1.1722752586368312
0.7717717717717718,-1.1721217345199655
0.7765765765765766,-1.171943013793668
0.7813813813813815,-1.1717398860570027
0.7861861861861861,-1.1715131178116733
0.7909909909909909,-1.1712634531787385
0.7957957957957957,-1.1709916145805996
0.8006006006006006,-1.1706983034120937
0.8054054054054054,-1.1703842006705234
0.8102102102102102,-1.1700499675933007
0.815015015015015,-1.16969624626906
0.8198198198198199,-1.1693236602091739
0.8246246246246247,-1.1689328149446383
0.8294294294294293,-1.1685242985709268
0.8342342342342342,-1.168098682311697
0.839039039039039,-1.1676565210331367
0.8438438438438438,-1.1671983537777344
0.8486486486486486,-1.166724704264932
0.8534534534534535,-1.1662360813850785
0.8582582582582583,-1.165732979677736
0.8630630630630631,-1.1652158798015348
0.867867867867868,-1.1646852489789732
0.8726726726726726,-1.164141541449707
0.8774774774774774,-1.1635851988770471
0.8822822822822822,-1.1630166507751194
0.8870870870870871,-1.1624363148970527
0.8918918918918919,-1.1618445976201985
0.8966966966966967,-1.1612418943185472
0.9015015015015015,-1.1606285897150146
