R_angstrom,E_CCSD,E_exc_1,E_exc_2,E_exc_3
1.3095477386934673,-1.0956752938443268,-0.7561833155347123,-0.7043217809857284,-0.6487415430716751
1.3336683417085426,-1.0918824832259952,-0.7560762292151628,-0.702814264468973,-0.6482280791913613
1.357788944723618,-1.0881621606079297,-0.7559078205036329,-0.7012955791998247,-0.6476608168608071
1.3819095477386933,-1.0845188279895157,-0.7556832521499668,-0.6997780749766264,-0.6470472517136541
1.4060301507537687,-1.0809563773643829,-0.7554071050273456,-0.6982747285772211,-0.6463942508931959
1.430150753768844,-1.0774781451538529,-1.0774781451538418,-1.0774781451537327,-1.0774781451534332
1.4542713567839194,-1.0740869600481529,-1.0740869600481449,-1.0740869600481406,-1.0740869600475076
1.478391959798995,-1.0707851851266095,-1.0707851851266028,-1.07078518512644,-1.070785185126096
1.5025125628140703,-1.0675747550177004,-1.0675747550176342,-1.06757475501763,-1.0675747550167305
1.5266331658291457,-1.0644572087723576,-1.0644572087723314,-1.0644572087722834,-1.0644572087718067
1.550753768844221,-1.0614337190462495,-1.0614337190462364,-1.0614337190461858,-1.0614337190459713
1.623115577889447,-1.052934347462106,-1.0529343474620962,-1.052934347461796,-1.0529343474617008
1.6472361809045226,-1.050292339239454,-1.0502923392394483,-1.0502923392391357,-1.0502923392390808
1.671356783919598,-1.0477455795769457,-1.0477455795769433,-1.0477455795766666,-1.0477455795765576
1.743718592964824,-1.040670072422527,-1.0406700724225257,-1.0406700724220217,-1.040670072421865
1.7678391959798994,-1.0384965101039658,-1.0384965101039627,-1.0384965101035502,-1.0384965101034402
1.7919597989949747,-1.0364132834648265,-1.0364132834648212,-1.0364132834643043,-1.0364132834642241
1.81608040201005,-1.034418819973765,-1.0344188199737308,-1.0344188199734812,-1.0344188199732496
1.8884422110552763,-1.0289503234827437,-1.0289503234827357,-1.0289503234825241,-1.0289503234819237
1.9125628140703517,-1.0272925601508236,-0.7423410600537711,-0.7019906916708153,-0.6517266146551692
1.936683417085427,-1.0257137765401338,-0.7415053350540051,-0.7033975572673523,-0.650703843039327
1.9608040201005024,-1.024211705620051,-0.7406579929015003,-0.7047188743977109,-0.6496530276975037
1.9849246231155777,-1.022784010453728,-0.7397997548018952,-0.705948362404026,-0.6485866205681343
2.0090452261306533,-1.0214282977821114,-0.7389313141441334,-0.7070823846517437,-0.6475143705484016
2.033165829145729,-1.020142131191305,-0.7380533384532512,-0.7081192843532254,-0.646443960833511
2.057286432160804,-1.01892304377097,-0.7371664710422785,-0.709058877433445,-0.6453814870107655
2.0814070351758795,-1.0177685501959195,-0.7362713323948531,-0.709902075116265,-0.6443318115780522
2.1055276381909547,-1.0166761583205135,-0.7353685213500278,-0.7106506003127282,-0.6432988285425398
2.1296482412060302,-1.0156433673902991,-0.734458617313221,-0.711306781553787,-0.6422856632176419
2.1537688442211054,-1.0146677414258474,-0.7335421759389197,-0.7118733524007926,-0.6412948208921668
2.177889447236181,-1.013746790804916,-0.7326197394927842,-0.7123533948495574,-0.6403282928874474
2.2020100502512565,-1.0128781085818312,-0.7316918283909868,-0.7127501788107172,-0.6393876671459113
2.2261306532663316,-1.0120593143157381,-0.7307589460869645,-0.713067117920749,-0.6384741756067625
2.250251256281407,-1.0112880735957113,-0.7298215788053021,-0.7133077036307817,-0.6375887574581037
2.2743718592964823,-1.0105621040094515,-0.7288801960220891,-0.7134754597959607,-0.636732100774027
2.298492462311558,-1.0098791803243934,-0.7279352509076824,-0.7135739065065567,-0.6359046772876492
