R_angstrom,E_CCSD_aug-cc-pVDZ_Eh
1.3831663326653305,-1.0802128544284604
1.3927855711422845,-1.0788051461582346
1.4024048096192383,-1.0774104823389934
1.4120240480961923,-1.0760290869674767
1.421643286573146,-1.074661170539871
1.4312625250501,-1.0733069305370035
1.440881763527054,-1.0719665518752626
1.4505010020040079,-1.0706402073253578
1.460120240480962,-1.0693280579008335
1.4697394789579157,-1.068030253218522
1.4793587174348697,-1.0667469318328078
1.4889779559118235,-1.0654782215458591
1.4985971943887775,-1.0642242396956598
1.5082164328657313,-1.0629850934240765
1.5178356713426853,-1.0617608799266398
1.5274549098196393,-1.060551686686187
1.537074148296593,-1.0593575916920952
1.546693386773547,-1.0581786636469717
1.5563126252505008,-1.0570149621625249
1.5659318637274549,-1.055866537946206
1.5755511022044086,-1.0547334329803413
1.5851703406813626,-1.0536156806951127
1.5947895791583164,-1.0525133061368528
1.6044088176352704,-1.0514263261319492
1.6140280561122244,-1.0503547494537302
1.6236472945891782,-1.0492985769773284
1.6332665330661322,-1.0482578018455042
1.642885771543086,-1.0472324096293792
1.65250501002004,-1.0462223784916047
1.6621242484969938,-1.0452276793514832
1.6717434869739478,-1.0442482760524614
1.6813627254509016,-1.0432841255324166
1.6909819639278556,-1.0423351779969505
1.7006012024048096,-1.0414013770959085
1.7102204408817634,-1.0404826601032036
1.7198396793587174,-1.0395789580998704
1.7294589178356712,-1.0386901961603603
1.7390781563126252,-1.0378162935418387
1.748697394789579,-1.0369571638763477
1.758316633266533,-1.036112715365491
1.7679358717434868,-1.0352828509774137
1.7775551102204408,-1.034467468645661
1.7871743486973948,-1.0336664614695872
1.7967935871743486,-1.0328797179159468
1.8064128256513026,-1.032107122021219
1.8160320641282564,-1.0313485535942362
1.8256513026052104,-1.030603888418834
1.8352705410821641,-1.029872998455951
1.8448897795591181,-1.0291557520449441
1.854509018036072,-1.0284520141035998
1.864128256513026,-1.0277616463265793
1.87374749498998,-1.0270845073819368
1.8833667334669337,-1.026420453105295
1.8929859719438877,-1.0257693366905245
1.9026052104208415,-1.0251310088832715
1.9122244488977955,-1.0245053181592385
1.9218436873747493,-1.0238921109114412
1.9314629258517033,-1.0232912316240377
1.941082164328657,-1.02270252306532
1.950701402805611,-1.022125826422311
1.9603206412825651,-1.021560981522436
1.969939879759519,-1.0210078269280234
1.979559118236473,-1.0204662001579496
1.9891783567134267,-1.0199359378103297
1.9987975951903807,-1.0194168757192086
2.0084168336673347,-1.0189088491006764
2.0180360721442887,-1.0184116926944455
2.0276553106212423,-1.0179252409009312
2.0372745490981963,-1.017449327913925
2.0468937875751503,-1.0169837878487618
2.0565130260521043,-1.0165284548660707
2.0661322645290583,-1.0160831632911234
2.075751503006012,-1.0156477477287384
2.085370741482966,-1.0152220431738885
2.09498997995992,-1.014805885117939
2.104609218436874,-1.0143991096505272
2.1142284569138274,-1.0140015535555262
2.1238476953907814,-1.01361305440998
2.1334669338677354,-1.0132334505069245
2.1430861723446895,-1.0128625815706325
2.1527054108216435,-1.0125002881163578
2.162324649298597,-1.0121464113550314
2.171943887775551,-1.0118007942488216
2.181563126252505,-1.0114632808462778
2.191182364729459,-1.0111337165274044
2.200801603206413,-1.0108119480657207
2.2104208416833666,-1.0104978236866264
2.2200400801603206,-1.0101911931222385
2.2296593186372746,-1.0098919076626416
2.2392785571142286,-1.0095998202037892
2.2488977955911826,-1.0093147852919384
2.258517034068136,-1.0090366591648852
2.26813627254509,-1.0087652997899352
2.277755511022044,-1.0085005668986853
2.287374749498998,-1.0082423220188739
2.296993987975952,-1.0079904285030825
2.306613226452906,-1.0077447515546987
2.31623246492986,-1.0075051582509558
2.325851703406814,-1.007271517563233
2.335470941883768,-1.0070437003747954
2.3450901803607214,-1.0068215794958304
2.3547094188376754,-1.0066050296761468
2.3643286573146294,-1.0063939276153617
2.3739478957915834,-1.0061881519708373
2.383567134268537,-1.0059875833633865
2.393186372745491,-1.0057921043808347
2.402805611222445,-1.0056015995795409
2.412424849699399,-1.0054159554839734
2.422044088176353,-1.0052350605843656
2.4316633266533065,-1.0050588053326743
2.4412825651302605,-1.0048870821367404
2.4509018036072145,-1.00471978535291
2.4605210420841686,-1.0045568112770944
2.470140280561122,-1.0043980581343954
2.479759519038076,-1.0042434260467166
2.48937875751503,-1.004092817102034
2.498997995991984,-1.0039461352172212
2.508617234468938,-1.0038032862043382
2.5182364729458917,-1.0036641777339042
2.5278557114228457,-1.003528719317524
2.5374749498997997,-1.0033968222896466
2.5470941883767537,-1.0032683997884393
2.5567134268537073,-1.0031433667359364
2.5663326653306613,-1.0030216398174598
2.5759519038076153,-1.002903137460437
2.5855711422845693,-1.0027877798126117
2.5951903807615233,-1.0026754887197524
2.604809619238477,-1.0025661877029342
2.614428857715431,-1.0024598019353377
2.624048096192385,-1.0023562582187786
2.633667334669339,-1.0022554849598762
2.6432865731462925,-1.0021574121459809
2.6529058116232465,-1.0020619713208894
2.6625250501002005,-1.0019690955603817
2.6721442885771545,-1.0018787194476337
2.6817635270541085,-1.0017907790485192
2.691382765531062,-1.0017052118868637
2.701002004008016,-1.0016219569196525
2.71062124248497,-1.0015409545122749
2.720240480961924,-1.0014621464137514
2.7298597194388776,-1.0013854757320784
2.7394789579158316,-1.0013108869095853
2.7490981963927856,-1.0012383256984605
2.7587174348697396,-1.0011677391363718
2.7683366733466936,-1.0010990755222349
2.777955911823647,-1.0010322843921655
2.787575150300601,-1.0009673164955912
2.797194388777555,-1.00090412377156
2.8068136272545092,-1.0008426593427386
2.816432865731463,-1.0007828774219718
2.826052104208417,-1.0007247333950822
2.835671342685371,-1.0006681837272215
2.845290581162325,-1.0006131859581378
2.854909819639279,-1.0005596986799503
2.8645290581162324,-1.0005076815151457
2.8741482965931864,-1.0004570950948595
2.8837675350701404,-1.0004079010374824
2.8933867735470944,-1.0003600619274815
2.903006012024048,-1.000313541294573
2.912625250501002,-1.0002683035931415
2.922244488977956,-1.0002243141820046
2.93186372745491,-1.0001815393044307
2.941482965931864,-1.0001399460684794
2.9511022044088175,-1.0000995024276438
2.9607214428857715,-1.0000601771617994
2.9703406813627256,-1.0000219398584322
2.9799599198396796,-0.9999847608942191
2.989579158316633,-0.9999486114168574
2.999198396793587,-0.99991346332722
3.008817635270541,-0.9998792892618319
3.018436873747495,-0.9998460625756456
3.028056112224449,-0.9998137573250843
3.0376753507014027,-0.9997823482514105
3.0472945891783567,-0.9997518107643887
3.0569138276553107,-0.9997221209261117
3.0665330661322647,-0.9996932554359739
3.0761523046092183,-0.9996651916137471
3.0857715430861723,-0.9996379073859266
3.0953907815631263,-0.9996113812700798
3.1050100200400803,-0.9995855923604299
3.1146292585170343,-0.9995605203135584
3.124248496993988,-0.9995361453343796
3.133867735470942,-0.9995124481624039
3.143486973947896,-0.9994894100582822
3.15310621242485,-0.9994670127906078
3.1627254509018035,-0.9994452386230105
3.1723446893787575,-0.9994240703015059
3.1819639278557115,-0.9994034910421141
3.1915831663326655,-0.9993834845187366
3.2012024048096195,-0.9993640348513111
3.210821643286573,-0.999345126594195
3.220440881763527,-0.9993267447248378
3.230060120240481,-0.9993088746326492
3.239679358717435,-0.9992915021082098
3.2492985971943886,-0.9992746133325865
3.2589178356713426,-0.9992581948670698
3.2685370741482966,-0.9992422336429392
3.2781563126252506,-0.9992267169516641
3.2877755511022047,-0.9992116324351943
3.297394789579158,-0.9991969680765481
3.307014028056112,-0.9991827121887406
3.3166332665330662,-0.9991688534132628
3.3262525050100202,-0.9991553807000912
3.335871743486974,-0.9991422833066387
3.345490981963928,-0.9991295507875477
3.355110220440882,-0.9991171729865265
3.364729458917836,-0.9991051400195986
3.37434869739479,-0.9990934423115885
3.3839679358717434,-0.9990820705000859
3.3935871743486974,-0.9990710155167329
3.4032064128256514,-0.9990602685356715
3.4128256513026054,-0.9990498209754746
3.422444889779559,-0.9990396644924723
3.432064128256513,-0.9990297909740655
3.441683366733467,-0.999020192532731
3.451302605210421,-0.999010861493543
3.460921843687375,-0.9990017904073317
3.4705410821643286,-0.9989929720182215
3.4801603206412826,-0.9989843992765323
3.4897795591182366,-0.9989760653254118
3.4993987975951906,-0.9989679635008399
3.509018036072144,-0.9989600873204398
3.518637274549098,-0.998952430481382
3.528256513026052,-0.9989449868556676
3.537875751503006,-0.9989377504850323
3.54749498997996,-0.9989307155803159
3.5571142284569137,-0.9989238764834361
3.5667334669338677,-0.9989172277404007
3.5763527054108217,-0.9989107640151765
3.5859719438877757,-0.9989044801230617
3.5955911823647293,-0.9988983710307171
3.6052104208416833,-0.9988924318390178
3.6148296593186373,-0.9988866577882365
3.6244488977955913,-0.9988810442034535
3.6340681362725453,-0.9988755866437236
3.643687374749499,-0.9988702806862297
3.653306613226453,-0.9988651220687059
3.662925851703407,-0.9988601066766659
3.672545090180361,-0.9988552304497299
3.6821643286573145,-0.998850489480214
3.6917835671342685,-0.9988458799532116
3.7014028056112225,-0.9988413981613532
3.7110220440881765,-0.9988370404890037
3.7206412825651305,-0.9988328034955757
3.730260521042084,-0.9988286836937906
3.739879759519038,-0.9988246777974974
3.749498997995992,-0.9988207825980754
3.759118236472946,-0.9988169949455685
3.7687374749498996,-0.9988133117905907
3.7783567134268536,-0.9988097301441528
3.7879759519038076,-0.9988062472081509
3.7975951903807617,-0.9988028601217595
3.8072144288577157,-0.998799566127306
3.8168336673346692,-0.9987963626474791
3.8264529058116232,-0.9987932470819021
3.8360721442885772,-0.9987902169046379
3.8456913827655312,-0.9987872696970568
3.855310621242485,-0.9987844030802174
3.864929859719439,-0.998781614773244
3.874549098196393,-0.9987789025293019
3.884168336673347,-0.9987762641730713
3.8937875751503004,-0.9987736976052981
3.9034068136272544,-0.9987712007282109
3.9130260521042084,-0.9987687715878615
3.9226452905811624,-0.9987664082493584
3.9322645290581164,-0.9987641087633712
3.94188376753507,-0.9987618713593878
3.951503006012024,-0.998759694234844
3.961122244488978,-0.9987575756582812
3.970741482965932,-0.9987555139768189
3.9803607214428856,-0.9987535074987077
3.9899799599198396,-0.9987515546291713
3.9995991983967936,-0.9987496538909363
4.009218436873748,-0.9987478037533852
4.018837675350701,-0.9987460027601968
4.028456913827655,-0.998744249496696
4.038076152304609,-0.9987425425892205
4.047695390781563,-0.9987408807031812
4.057314629258517,-0.9987392625431402
4.066933867735471,-0.9987376868500866
4.076553106212424,-0.9987361524016911
4.086172344689379,-0.9987346580122004
4.095791583166332,-0.9987332025727504
4.105410821643287,-0.9987317848658042
4.11503006012024,-0.9987304038390488
4.124649298597194,-0.998729058491922
4.134268537074148,-0.9987277477695418
4.143887775551102,-0.9987264706792818
4.153507014028055,-0.9987252262552327
4.16312625250501,-0.9987240135635596
4.1727454909819635,-0.9987228316970214
4.182364729458918,-0.9987216797719078
4.1919839679358715,-0.9987205569352783
4.201603206412826,-0.9987194623575513
4.2112224448897795,-0.9987183952364783
4.220841683366733,-0.9987173547870687
4.2304609218436875,-0.9987163402546324
4.240080160320641,-0.9987153509074223
4.2496993987975955,-0.9987143860281379
4.259318637274549,-0.9987134449271942
4.268937875751503,-0.9987125269354162
4.278557114228457,-0.9987116314003244
4.288176352705411,-0.9987107576975109
4.297795591182365,-0.9987099052084607
4.307414829659319,-0.9987090733467836
4.317034068136272,-0.9987082615319459
4.326653306613227,-0.9987074692125197
4.33627254509018,-0.9987066955017081
4.345891783567135,-0.9987059405655498
4.355511022044088,-0.9987052035370048
4.365130260521042,-0.998704484290749
4.374749498997996,-0.998703781648727
4.38436873747495,-0.9987030954940991
4.393987975951903,-0.9987024253781662
4.403607214428858,-0.99870177086629
4.413226452905811,-0.9987011315363901
4.422845691382766,-0.9987005069788722
4.432464929859719,-0.9986998964226975
4.442084168336673,-0.9986993006097267
4.451703406813627,-0.9986987180399748
4.461322645290581,-0.9986981487294437
4.470941883767535,-0.9986975923261028
4.480561122244489,-0.9986970484940305
4.4901803607214426,-0.9986965168950763
4.499799599198397,-0.9986959972231072
4.509418837675351,-0.9986954891550865
4.519038076152305,-0.9986949923975215
4.528657314629259,-0.9986945066541264
4.538276553106212,-0.9986940316312433
4.547895791583167,-0.9986935670832016
4.55751503006012,-0.9986931127309625
4.567134268537074,-0.9986926683148325
4.576753507014028,-0.9986922335870674
4.586372745490982,-0.998691808302101
4.595991983967936,-0.99869139225221
4.60561122244489,-0.9986909851289312
4.615230460921843,-0.9986905860683353
4.624849699398798,-0.9986901970042743
4.634468937875751,-0.9986898155459094
4.644088176352706,-0.998689442191312
4.653707414829659,-0.9986890764756566
4.663326653306613,-0.9986887191280064
4.672945891783567,-0.9986883690226974
4.682565130260521,-0.9986880262879835
4.692184368737475,-0.9986876907525719
4.701803607214429,-0.99868736224185
4.7114228456913825,-0.9986870405951384
4.721042084168337,-0.998686725648079
4.7306613226452905,-0.998686416913963
4.740280561122244,-0.9986861152318219
4.7498997995991985,-0.9986858194603639
4.759519038076152,-0.9986855297877184
4.7691382765531065,-0.9986852460983491
4.77875751503006,-0.9986849682024049
4.788376753507014,-0.998684695997342
4.797995991983968,-0.9986844293389531
4.807615230460922,-0.998684168125187
4.817234468937876,-0.998683912221943
4.82685370741483,-0.9986836615173988
4.836472945891783,-0.9986834158665299
4.846092184368738,-0.9986831751896981
4.855711422845691,-0.9986829393645558
4.865330661322646,-0.9986827082894171
4.874949899799599,-0.9986824818303972
4.884569138276553,-0.9986822599197458
4.894188376753507,-0.998682042434506
4.903807615230461,-0.9986818293124016
4.913426853707414,-0.9986816204000288
4.923046092184369,-0.9986814156528008
4.932665330661322,-0.998681214962203
4.942284569138277,-0.9986810182433612
4.95190380761523,-0.9986808254171096
4.961523046092184,-0.998680636380235
4.971142284569138,-0.9986804510628238
4.980761523046092,-0.9986802693684109
4.990380761523046,-0.9986800912573934
5.0,-0.9986799166158582
