R_angstrom,E_CCSD_aug-cc-pVTZ_Eh
2.999198396793587,-1.00096892381337
3.008817635270541,-1.0009326186072252
3.018436873747495,-1.0008973225582887
3.028056112224449,-1.000863008018801
3.0376753507014027,-1.000829648063587
3.0472945891783567,-1.0007972164729753
3.0569138276553107,-1.0007656877159894
3.0665330661322647,-1.0007350369337782
3.0761523046092183,-1.000705239923524
3.0857715430861723,-1.0006762731224736
3.0953907815631263,-1.0006481135924263
3.1050100200400803,-1.0006207390045316
3.1146292585170343,-1.0005941276242973
3.124248496993988,-1.0005682582969375
3.133867735470942,-1.000543110433154
3.143486973947896,-1.0005186639950072
3.15310621242485,-1.0004948994822886
3.1627254509018035,-1.0004717979190094
3.1723446893787575,-1.0004493408403174
3.1819639278557115,-1.0004275102796465
3.1915831663326655,-1.000406288756124
3.2012024048096195,-1.0003856592623392
3.210821643286573,-1.0003656052522174
3.220440881763527,-1.000346110629406
3.230060120240481,-1.0003271597358105
3.239679358717435,-1.000308737340277
3.2492985971943886,-1.000290828627712
3.2589178356713426,-1.0002734191883842
3.2685370741482966,-1.0002564950074002
3.2781563126252506,-1.0002400424548148
3.2877755511022047,-1.0002240482748188
3.297394789579158,-1.0002084995773934
3.307014028056112,-1.0001933838274701
3.3166332665330662,-1.0001786888360962
3.3262525050100202,-1.0001644027529684
3.335871743486974,-1.0001505140519433
3.345490981963928,-1.0001370115326935
3.355110220440882,-1.0001238843049758
3.364729458917836,-1.0001111217742449
3.37434869739479,-1.000098713650215
3.3839679358717434,-1.0000866499287333
3.3935871743486974,-1.0000749208775517
3.4032064128256514,-1.0000635170480145
3.4128256513026054,-1.000052429240073
3.422444889779559,-1.0000416485246235
3.432064128256513,-1.0000311662261188
3.441683366733467,-1.0000209739058108
3.451302605210421,-1.000011063366511
3.460921843687375,-1.0000014266361046
3.4705410821643286,-0.999992055976905
3.4801603206412826,-0.9999829438627168
3.4897795591182366,-0.9999740829834385
3.4993987975951906,-0.9999654662350601
3.509018036072144,-0.9999570867227343
3.518637274549098,-0.9999489377185291
3.528256513026052,-0.9999410127244786
3.537875751503006,-0.9999333054223954
3.54749498997996,-0.9999258096357877
3.5571142284569137,-0.9999185194019988
3.5667334669338677,-0.9999114289186819
3.5763527054108217,-0.9999045325289366
3.5859719438877757,-0.999897824811419
3.5955911823647293,-0.999891300390551
3.6052104208416833,-0.9998849540995053
3.6148296593186373,-0.9998787809741426
3.6244488977955913,-0.9998727760760432
3.6340681362725453,-0.9998669347015887
3.643687374749499,-0.9998612522439985
3.653306613226453,-0.999855724241043
3.662925851703407,-0.9998503463418196
3.672545090180361,-0.9998451143108139
3.6821643286573145,-0.9998400241305399
3.6917835671342685,-0.9998350717491266
3.7014028056112225,-0.9998302535938415
3.7110220440881765,-0.999825565393327
3.7206412825651305,-0.9998210037767385
3.730260521042084,-0.9998165651646763
3.739879759519038,-0.9998122461942648
3.749498997995992,-0.9998080434362766
3.759118236472946,-0.9998039537389213
3.7687374749498996,-0.9997999738690991
3.7783567134268536,-0.9997961008288305
3.7879759519038076,-0.9997923316312123
3.7975951903807617,-0.9997886634091737
3.8072144288577157,-0.9997850933198403
3.8168336673346692,-0.9997816186665405
3.8264529058116232,-0.9997782367973973
3.8360721442885772,-0.9997749451338772
3.8456913827655312,-0.9997717412238334
3.855310621242485,-0.9997686225991443
3.864929859719439,-0.9997655869246755
3.874549098196393,-0.9997626319098845
3.884168336673347,-0.9997597558389943
3.8937875751503004,-0.999756955036173
3.9034068136272544,-0.9997542289163812
3.9130260521042084,-0.9997515749535979
3.9226452905811624,-0.9997489911397694
3.9322645290581164,-0.999746475569853
3.94188376753507,-0.9997440263677866
