R_angstrom,E_CCSD,E_exc_1,E_exc_2
2.1055276381909547,-1.0162497325927249,-0.7344951206393976,-0.7095905631126237
2.1296482412060302,-1.0152237367024601,-0.7335822632013562,-0.7102412121175028
2.1537688442211054,-1.0142546217672703,-0.7326627197635494,-0.710802694013584
2.177889447236181,-1.0133399380175392,-0.7317370331382004,-0.7112780040403308
2.2020100502512565,-1.0124772991692805,-0.730805723053831,-0.7116703471473799
2.2261306532663316,-1.0116643296883576,-0.7298692770726196,-0.7119830899773838
2.250251256281407,-1.0108987058735082,-0.7289282112293682,-0.7122196832919356
2.2743718592964823,-1.0101781550400144,-0.7279829780906795,-0.7123836179046645
2.298492462311558,-1.0095004608219769,-0.7270340280493004,-0.7124783871734773
2.3226130653266335,-1.0088634676909853,-0.7260817950804231,-0.7125074574792601
2.3467336683417086,-1.008265084718168,-0.7251266972880936,-0.7124742450548192
2.370854271356784,-1.0077032886175437,-0.7241691374332356,-0.7123820979094474
2.3949748743718593,-1.0071761261180956,-0.7232095034452997,-0.7122342818829701
2.419095477386935,-1.0066817157091708,-0.7222481689161931,-0.712033970075444
2.44321608040201,-1.0062182487855655,-0.7212854935769769,-0.7117842350241019
2.4673366834170856,-1.005783990215884,-0.7203218237565469,-0.7114880430669458
2.4914572864321607,-1.0053772784037918,-0.7193574928206108,-0.7111482504671525
2.5155778894472363,-1.0049965249429011,-0.7183928215929057,-0.7107676650798577
2.539698492462312,-1.0046402139233954,-0.7174281187604491,-0.7103487944768849
2.563819095477387,-1.0043069009101786,-0.7164636812614897,-0.7098942143931047
2.5879396984924625,-1.0039952116215765,-0.7154997946556156,-0.7094063290246615
2.6120603015075377,-1.0037038403524836,-0.7145367334764021,-0.7088874314525522
2.636180904522613,-1.0034315481876857,-0.7135747615644185,-0.7083397056972786
2.6603015075376883,-1.0031771610461904,-0.7126141323826831,-0.7077652292032388
2.684422110552764,-1.002939567591637,-0.7116550893132032,-0.7071659756607274
2.708542713567839,-1.002717717040303,-0.7106978659355084,-0.70654381808632
2.7326633165829146,-1.0025106168946791,-0.7097426862869978,-0.7059005320926302
2.75678391959799,-1.0023173306274964,-0.7087897651056165,-0.7052377992902278
2.7809045226130653,-1.0021369753384621,-0.7078393080555377,-0.7045572107741721
2.805025125628141,-1.0019687194031086,-0.7068915119362319,-0.7038602706529825
2.829145728643216,-1.001811780131137,-0.7059465648765217,-0.7031483995888874
2.8532663316582916,-1.0016654214485041,-0.7050046315411791,-0.7024229383170295
2.8773869346733667,-1.0015289516163715,-0.7040659139391875,-0.7016851511421276
2.9015075376884423,-1.0014017209971928,-0.7031305596203424,-0.700936229348095
2.925628140703518,-1.0012831198767576,-0.7021987236871281,-0.7001772945612491
